Gene_Name,Sequence_Name,Wormbase_ID,ADL,AFD,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,I5,IL1,IL2,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMD,VB,VC,VD
srpr-2.2,R144.15,WBGene00195017,31062.47666,42468.28207,37827.31441,26928.85449,58829.22912,95494.9514,56625.01183,23797.49315,58635.68847,46654.21901,40088.41647,24342.37706,27671.763,17923.85383,23561.9018,36202.5464,29457.8527,20748.88067,46378.39127,35771.46133,29779.86825,29973.97265,51345.32374,41731.57786,27681.38531,19333.56657,27578.10408,41278.07281,31632.25369,37479.04139,23524.49046,20353.68056,25883.09912,22013.73296,20294.41426,35827.5162,34280.50628,35393.40096,31963.44279,21510.87084,28055.56979
F32B5.9,F32B5.9,WBGene00044927,20851.79804,31843.70106,21310.25736,17166.78939,30450.52895,11839.7434,6186.993671,6955.768573,8495.609892,22531.68205,20713.79243,7317.660263,10746.22426,9562.808841,9403.680477,9675.809852,15118.69491,2434.974178,35117.34946,3114.253682,7131.646278,10133.3548,15597.51714,11721.90164,6169.768156,13391.55162,5879.135371,9454.964311,5220.905651,6083.475038,13405.91115,10965.14261,16466.25916,30494.98116,17728.86105,10256.50178,17933.75377,11611.74641,12601.49443,16988.0978,3794.146774
sup-6,F58G1.10,WBGene00006315,3531.925766,22256.52514,25312.45102,62454.43339,42814.94168,25476.39291,11048.26425,14689.08099,65622.52245,11102.94212,9724.36046,65190.84066,4500.485548,24447.27857,4711.731475,8933.144392,47451.55232,4037.904173,30727.8011,2674.845292,4235.411421,5209.008891,8694.974561,16513.32965,13338.50517,54552.68146,4507.828685,5328.880117,5292.640687,3820.525457,45187.40409,35066.79735,46703.4081,36699.96567,3694.95811,22609.39519,7293.095469,4283.062938,10533.54894,24339.87935,3500.966813
F59C6.15,F59C6.15,WBGene00045164,414.895349,21055.57048,733.5669002,1435.195536,682.5892622,607.3478138,261.1045109,305.2775511,596.8787372,611.6772066,28412.25852,1442.167825,390.4120129,477.3159932,25621.63139,986.8725594,848.2118558,266.1005733,767.3753574,540.9504575,366.4450737,25871.32409,394.3479908,726.6058272,608.484348,586.6445877,13606.19047,551.4424172,333.4807947,373.1214722,496.8453617,946.4752347,462.2495709,549.1714019,773.7065485,753.7446399,557.0405743,368.6347781,828.2024222,38090.29121,13888.51221
srpr-2.1,ZC155.8,WBGene00195016,14568.86069,20074.77718,18941.09326,21532.54885,29086.18553,31013.36289,15924.53674,15757.32648,13401.69824,27654.60371,25963.90795,16097.70179,15392.60007,8770.181248,18822.2219,30674.86463,15802.92762,12080.576,20895.12773,23413.9401,14817.67739,18440.49202,34690.28111,21504.12356,17159.07217,11605.59752,18109.66372,34103.17107,18924.5174,30152.50862,14113.90499,19881.83636,15240.40625,12494.34559,15175.99709,22284.09313,21014.31505,22430.90161,22314.06377,14185.9855,17651.00894
F31C3.16,F31C3.16,WBGene00201398,15337.62013,18142.69215,12892.83541,12824.26067,6511.169825,41571.61048,13765.1928,12025.335,5419.007532,17800.69222,9414.367364,8884.336653,14359.28396,13945.99281,17458.69185,15348.49415,46598.98568,32913.17647,19121.03995,15981.8754,7824.882965,9189.644588,31275.53797,5558.391189,9772.779191,24568.25177,21892.82912,24250.03357,35782.91116,23155.40532,18142.75516,28936.12592,11814.16162,20830.60683,24580.93511,17326.87648,22257.45244,29901.59654,17463.57057,14843.32154,12918.43359
lfor-1,C38C6.8,WBGene00045388,6706.526853,16328.00989,10859.15733,4723.176197,28776.59262,11192.48408,7565.852717,4446.306119,2752.260142,12615.28606,9910.245824,4422.527832,13729.54377,1425.284961,15380.22122,5693.224138,3319.974423,15181.22266,12214.21957,2880.864589,11840.65298,6551.691701,11096.27408,10921.82277,10040.96443,1746.829987,3810.512794,3827.601378,4720.844948,2920.627463,3974.643931,7682.849053,3533.525581,15458.30048,15331.07926,7139.769506,8406.224022,10277.81374,9015.080239,18940.52203,4095.466987
mrpr-1,E04F6.16,WBGene00045095,10660.37343,13654.23499,12731.04631,12923.01787,19733.45153,7608.319015,10216.28015,7248.36279,8688.739546,17573.8186,14062.72786,24352.00243,9543.63859,7555.217081,10946.94387,11063.99101,7777.166989,8604.493286,12364.64173,9666.433271,16056.43124,17086.52103,16432.26116,13143.72614,20701.91301,10883.04828,7868.566193,14091.10697,9714.04062,9169.673799,9713.50417,12965.33935,8873.127366,10784.83324,16207.89938,14868.09417,10666.928,12136.75447,13953.40524,16581.2198,9148.061922
rpr-1,Y48G10A.7,WBGene00045238,9219.705039,11781.46677,9199.709168,7746.815825,15706.51372,12806.41438,9503.483147,6104.093632,6326.160648,19981.8662,15030.32783,16035.65412,10352.19592,4868.942474,10113.3592,8370.192057,7472.707646,7844.511483,11784.76722,9231.340018,12857.73583,16253.22432,9323.415887,13072.21349,15099.32568,5997.913894,6865.966085,7897.095931,8034.764137,7187.648064,6837.842133,8779.480175,9282.167535,6302.743084,10415.91154,6830.087928,9343.036724,11375.3315,10777.96334,9937.817707,9631.553753
srpr-1.2,B0285.12,WBGene00045168,6786.216476,10952.40948,8941.201718,15585.98486,14866.42102,13554.69198,9431.340889,8188.06014,6444.784533,13824.25193,9977.271483,6642.39596,8834.169499,4571.616856,8421.643511,11398.62916,11633.18944,5599.123388,10221.28907,14041.53691,12241.0134,10811.43248,18906.32508,11395.71946,11683.04795,3855.241274,11448.80479,18376.27747,10326.41739,16530.73909,5528.242952,9122.034033,6935.825141,5776.713852,7179.258257,7729.694302,11749.83279,9077.927718,9355.937217,5666.671131,10766.71244
F38E11.11,F38E11.11,WBGene00014367,6537.21633,10657.57613,8617.157526,8586.834075,21857.86826,7629.353188,3372.136093,5157.900697,4635.879651,5761.874139,6291.193957,6347.279769,4694.479277,5687.3885,6295.113896,3493.459946,12023.93993,1783.06754,12464.45516,346.6184511,590.7056965,1354.685843,5309.950864,6161.496941,2019.194505,9548.40616,2779.209141,3142.214296,2409.916444,2696.77361,16333.4633,11090.7608,11577.05794,14840.64125,4909.745,8255.213615,6635.155637,4641.332756,5680.716141,8526.516151,681.2374898
rrn-3.56,F31C3.10,WBGene00004677,11167.47419,9897.785592,17041.2554,29851.85705,55157.72902,69627.60371,9400.03879,26162.54714,14399.2942,10281.92849,7864.066568,19619.35823,34527.97777,17871.75509,18672.32775,11493.6793,28494.03204,22295.70374,35043.38501,12634.1468,5791.596502,8475.130521,15312.73583,40168.56858,9555.658419,19967.98113,9703.510353,9393.614655,12062.3376,12196.77237,11790.3926,36425.04569,20022.72038,21069.62345,16469.31133,103598.9001,22196.76636,11805.15686,7893.981213,31664.90234,6634.711043
droe-4,F58E10.7,WBGene00010262,57.74743686,9004.21709,35.99955655,21.77955613,1433.019345,462.0607336,951.4034363,69.32187882,13101.29885,85.27723818,44.66586521,43.65839418,19.68924906,12.38024484,58.11244567,6929.041532,2604.66649,767.0685132,63.81685077,40.72701886,30.07668166,31.32135787,49.02899605,130.8866673,102.1838177,46.07969152,51.52059476,32.05901662,116.1476642,83.86471355,30.7802384,114.6165701,172.2643181,87.73100004,17.91219133,58.13351023,110.2459002,118.3074503,69.16379536,12.82171613,24.06753678
flp-6,F07D3.2,WBGene00001449,95.12931421,8848.876854,90.17892356,43.22597157,3003.276374,5905.661595,60.95904418,83.33210869,24.64343938,127.8854305,82.21853214,33.40825906,137.4537282,17.20314314,92.30465043,111.2200541,1277.779026,939.1135559,631.6927009,83.35571894,58.22772197,60.01385742,93.97592821,182.883458,67.92113149,23.53931104,177.2544419,203.9027701,177.7137339,189.912717,38.14718359,198.66024,1138.864971,103.1555928,92.16073718,58.78638697,440.8498765,123.3433767,148.3273174,14.12534315,69.05951481
ntc-1,F39C12.4,WBGene00044568,1.696987943,8108.626305,4.716762441,3.910509578,6.286871717,16.72354354,7.427742524,2.545228856,3.267365063,19.54387107,3.34645895,2.395903949,2.348841872,2.479698248,2.458423784,4.838636083,10.2769621,34.11489958,5.484859952,5.742733775,11.68785007,12.43194198,4.584548727,11.29236923,3.5532899,5.384057316,11.58781371,8.109161778,10.06091768,11.45832743,7.016452243,4.359115475,8.435171468,3.817576166,1.691311437,16.6637704,10.74270069,5.467434019,11.05252331,2.836851575,3.506053484
F46F11.12,F46F11.12,WBGene00045082,5452.108615,7646.97607,4948.915887,4558.131821,18329.108,6016.049889,2478.542131,5635.470056,3667.575319,9740.274927,7533.246116,6828.71633,4869.454092,2936.949511,4725.299574,3651.010901,3269.891424,3861.347615,9748.173895,2385.474134,9118.505462,8494.517794,5411.292212,8897.139572,7362.797412,4944.003856,3642.670086,5162.623598,3201.320637,3725.73929,4253.246172,4431.111285,4980.305398,6301.475212,3784.23198,5730.185833,5805.422985,7010.434106,5925.938507,4487.9117,3133.482495
daf-28,Y116F11B.1,WBGene00000920,494.221392,5811.533524,3619.932771,16.40672227,307.8080706,3073.036763,67.34194497,144126.3751,31.6819615,51.259809,33.84501707,8.294838774,40.49293657,9.534129118,54.61099876,40.26825879,238.8234982,1288.426233,45.9099773,46.21049973,24.98976855,38.46987599,59.48052592,115.9261918,84.36750138,291.888496,49.49187529,115.2428291,154.9526293,70.17684397,15.50308025,97.64915455,236.819007,105.197792,39.44696519,91.7412418,100.6265586,100.2195825,29.7754274,28.78767691,41.71050273
sup-39,C15F1.9,WBGene00006344,252.4919274,5019.962375,1804.340324,21105.17771,3822.549153,2882.825461,3817.189822,924.5656088,31854.40522,5766.921303,2899.448224,63213.30008,289.6961111,2896.603993,330.6544581,2758.192468,13305.97944,258.73359,3494.926028,942.9389896,1812.611602,2312.053805,891.2308404,1624.804722,6474.394973,20614.23413,473.5978494,417.0917536,436.3315201,359.7285576,13193.57887,4533.190014,13341.56744,3706.869321,353.5835834,4784.492332,617.8267528,437.6371646,3612.779383,2104.398858,1290.246878
Y75B12B.12,Y75B12B.12,WBGene00045129,2257.080536,4987.198495,2235.817868,5980.684317,6646.919096,1680.208527,2057.650869,4031.495076,4130.402593,3200.939382,4851.810763,7001.535127,2314.872095,3259.71463,1933.874449,3370.886703,3477.378624,2061.325346,7867.516468,1610.497351,3992.907863,3252.556247,5104.92025,3363.309299,3207.131928,3411.854872,3241.08589,7652.39791,3672.492853,4411.649345,2984.370253,5956.438344,2733.027776,2807.687494,3184.156495,7533.628157,2407.278946,1949.088461,3856.051441,5903.809517,2486.214526
Y41C4A.17,Y41C4A.17,WBGene00012760,3100.126165,4683.471759,902.0795902,3313.968702,6919.540191,4529.58146,952.1237412,384.4922396,4137.082427,599.8361086,194.9567571,47.09996606,715.3829181,1141.021718,58.95766063,1419.084608,1052.77473,2200.490779,1330.912791,93.24072144,54.76471143,61.53772595,291.5374694,443.8862713,156.9232808,102.6094189,785.5605756,103.3500597,779.2338318,220.9541437,786.6063491,408.6645163,2320.957692,1584.958312,304.8029492,158.4278518,1413.649936,1186.015374,132.1566317,11.50018558,92.09422192
F23D12.3,F23D12.3,WBGene00009087,20.54924674,4428.789787,5.116004473,2.999582566,8.942790048,17.67489654,86.47850233,6.843646508,5076.899313,14.98782216,4.002674792,8.332666265,4.119559896,2.160991043,7.382041107,15.40852772,14.44574712,370.3369728,11.60973396,7.423963215,8.91208201,5.641501997,7.735652436,31.56068957,8.729930618,9.953596371,11.68323576,11.50154912,20.44407109,14.2527633,7.997369242,12.58792135,8.30266881,13.89555701,4.438277763,1.747034853,16.67682825,23.58698112,4.745526565,1.28026142,5.635832646
ZK643.9,ZK643.9,WBGene00045132,6914.326102,4368.29569,6030.459516,11247.14101,7215.531838,3136.44131,2484.959645,7220.195571,4377.546934,8556.686919,8361.602016,7867.632908,7491.291726,8005.705372,8320.324801,4497.542631,6128.778358,4016.966877,12277.48978,3537.970788,4856.056307,6422.721669,10975.82307,6279.684567,5120.616064,11179.46123,8608.082439,15826.92957,7685.564661,10294.11817,8071.650461,8203.769574,7563.16828,5846.909172,8417.997657,5976.020811,8903.787333,6588.757326,12440.48497,7237.489605,6745.722833
Y38F2AR.14,Y38F2AR.14,WBGene00023467,2937.354391,4348.225777,2661.953081,2832.118113,7122.48573,4974.601611,1947.303912,8417.998571,1975.034716,4275.771625,5670.735634,3211.99937,2667.266002,3031.076641,2019.199712,4315.864679,2176.576946,3780.456387,10730.11231,1564.282516,2685.889182,3269.308018,3489.763197,4773.102913,3830.807677,4656.132508,2322.604765,4393.818022,2971.058905,2819.918304,2218.257234,3834.909072,2253.230734,3962.752002,3188.437402,5856.566397,3011.424751,3381.655508,2784.210156,6275.451768,1849.435789
C13G3.1,C13G3.1,WBGene00007553,1266.627093,4194.910444,41.62225035,15.93023219,21.23573867,40.84491465,137.061267,21.96341985,3634.97647,116.1638719,13.57775764,14.36787646,147.4269601,13.02027867,21.1582319,4914.527915,2147.954771,91.42913096,94.01952499,27.21183628,29.99904833,17.89629176,18.29873933,36.38069473,41.56470282,50.91825084,37.07316888,41.29087612,69.1403562,51.87578181,9.694088739,24.53306555,49.75336027,35.34546412,23.92412306,33.82638115,104.1656874,51.28815315,32.1433382,8.529596521,20.9631825
Y23H5B.10,Y23H5B.10,WBGene00045093,2738.048877,3991.073612,2667.580187,4942.833265,6350.249318,2098.677512,3413.469075,7798.154446,1692.349145,4332.744102,4283.657551,3983.279639,4306.024296,4650.234435,3808.313159,2657.721861,2952.980889,6795.02991,10349.04106,2253.083307,7636.48488,4393.972684,6247.982854,4024.138436,3374.568807,4433.461101,4898.084312,7316.772357,4459.328071,5120.526679,4967.41107,7665.688214,3430.375754,3805.652834,3920.690419,5060.934762,3082.118771,2749.763416,4204.46613,7363.050175,3112.752899
R08A2.7,R08A2.7,WBGene00011137,4.850691984,3845.139963,4.960205524,3.648010113,21.24422225,31.89405883,8.314702912,105.3914,5.359838292,24.6091687,3.904812469,1.78572924,2.298825689,2.008571627,7.610241545,9.434191092,263.082178,449.0694998,251.0579092,7.833515732,9.07648247,9.275303613,5.692912796,21.697401,7.766151717,2.191435028,9.166170741,12.2055431,24.02559941,14.80097744,2.417646996,8.159886863,27.32014604,9.489367914,8.886762673,2.535674207,25.4476461,16.2411054,4.961348033,1.687667157,4.755065093
txt-12,C01G10.16,WBGene00007241,0.948224899,3654.513334,1.402620753,2.343985178,0.697048847,2.268804758,3.245810581,1.687951993,0.994396769,5.108974875,1.094440298,1.419199594,0.659766567,0.479964968,1.247662165,2.395779709,3.426468852,4.887838895,2.36566355,3.769528992,2.030395338,4.591376772,1.813678352,21.52652393,1.829148891,0.233691629,4.152278776,4.806795074,4.81826824,6.536207287,0.965128542,2.291799037,2.995090947,0.476073996,1.629455945,4.026073706,5.567647049,2.226724492,2.535706998,0.402235005,25.14746557
R02F2.1,R02F2.1,WBGene00019831,499.9233536,3524.545194,1010.427099,277.0743791,922.3532518,2284.791717,1205.9017,1476.460248,970.846925,1186.185264,1087.846147,230.7724769,526.5038442,677.1144207,351.7715927,673.7525613,522.3897556,2530.749996,890.1555946,299.3758912,332.6543626,306.0942493,272.556436,337.805109,789.9244351,307.1513488,310.6768868,288.1026846,387.6703711,319.5684962,205.9820088,406.3262857,560.7857657,1066.583699,948.115544,1065.616962,517.8506246,1068.027475,334.4059289,1048.52178,223.1904649
F31C3.14,F31C3.14,WBGene00196396,3959.361628,3479.192217,1781.580029,1200.367336,370.4865709,5092.034652,2995.790142,2503.714824,111.3715411,2779.276043,1571.102361,249.1586532,1687.609325,1243.184405,4429.308811,2434.123073,3230.413392,7070.499751,1182.95677,5461.144428,7115.851806,2260.115771,7122.840138,500.3158966,2635.029082,5678.805781,3042.540055,4531.677223,6483.521388,3601.084602,2516.433009,2106.064972,1284.659437,2110.41482,5732.99342,1363.006072,3482.459576,7044.873637,2979.697635,2686.408819,4955.519334
ctc-1,MTCE.26,WBGene00010964,4199.127465,3324.967719,4709.351188,6433.816059,1166.861143,2015.387576,3910.680119,2653.160548,2839.795477,5984.094578,5272.964121,4021.312526,3207.988812,1935.60761,4253.027144,4110.560674,5713.708984,4025.364345,3653.912137,7059.171318,3374.793368,4844.434308,5374.342582,2756.17482,3883.022057,5624.914518,4268.625596,5683.317943,5716.93312,5994.398592,7483.201803,2434.674579,6646.281718,3678.32838,4565.51514,2374.509219,6754.68132,5464.124707,3652.488782,2884.90768,5322.261973
Y37E3.22,Y37E3.22,WBGene00044932,1556.004051,3311.81343,3256.463639,9688.191231,2829.472659,1541.000035,1456.113801,2987.742297,4104.473459,3133.049598,6331.081161,8328.569611,2327.192841,4324.83286,2740.750041,3887.454814,5774.046128,1411.957091,4478.716347,2157.089161,2375.428125,2937.418552,4011.70283,3161.671492,1715.110967,6528.863212,6050.969253,5894.763626,3367.247336,4215.105958,7436.185742,4980.634791,4805.016996,2790.349906,2709.089997,3225.266238,3168.951956,2367.963168,4228.289042,3915.50382,2509.730847
T24H7.6,T24H7.6,WBGene00044936,4831.033438,3188.404869,3715.332156,11252.30375,6365.503775,2945.071941,3764.076237,5834.364916,2612.43161,7414.22601,6610.867665,5305.909034,4870.681927,5172.188761,5138.87165,2829.566224,4369.507539,5292.067081,5793.963256,3301.802508,3818.765733,5513.313976,6664.980794,6946.232751,4528.100283,6507.974999,5399.442268,10034.00717,4207.36553,6647.021896,5201.36717,8315.489829,5281.423681,4998.140373,5299.094277,3738.691958,6483.637252,4720.87168,8583.798446,5110.527281,4162.400635
Y43B11AR.1,Y43B11AR.1,WBGene00021543,12.84756745,3152.237475,12.34141409,10.02775773,10.67484958,20.40748476,21.50029875,13.43639495,3.667200837,29.17071601,10.09074301,20.54077981,55.57161098,73.23084507,74.53715142,753.0001979,812.2026391,43.9032589,12.12550846,67.16768508,45.17891935,30.3370951,1022.392463,25.45971258,24.2558538,411.5887566,48.29816129,37.03010387,53.93596108,42.40588819,7.215262944,22.41393724,22.1380913,22.91636045,20.54313507,16.7531918,55.67149162,27.98096528,41.80995387,6.46116027,20.92467392
sls-2.4,R12E2.16,WBGene00004836,707.1792678,3135.545715,2007.528603,2363.336964,3980.041583,903.1598436,719.2947751,913.5658927,1598.101401,1909.928752,2993.012246,1579.459666,1446.829324,1683.888091,987.0285787,917.2449135,3835.574555,315.9827371,5561.848679,207.0791295,667.5644672,1423.772143,1403.551935,2336.452048,1026.842365,1328.320603,828.3242449,1444.012,873.9228017,1048.436769,1844.991874,2971.396441,1299.178283,3059.598403,3496.675349,558.7863202,1603.645634,1230.8523,2591.894824,3432.718993,589.2016923
K02A6.2,K02A6.2,WBGene00019293,2.178495328,3108.316193,8.268840525,1.486979546,7.571766102,199.5101401,6.239850489,20.6708241,1.884574953,15.27249678,2.291078022,1.116562405,12.00385021,0.473455658,3.051924175,131.772981,3.209547148,93.79737796,5.296405411,3.862539644,3.380179187,1.10103499,2.58219132,6.924681993,6.348570215,2.093727734,4.83248749,6.557134066,9.091846322,7.238224957,5.674764226,8.63487799,60.21692537,13.08721223,2.23355091,12.71497696,11.09270586,6.510997859,8.861593181,0.803348984,2.237180582
Y67A10A.14,Y67A10A.14,WBGene00045163,1689.851389,3044.612746,913.8958225,3492.835174,3035.104947,1818.326331,843.7737305,1471.966494,1941.983472,1843.077565,2776.378645,4051.843637,1426.451251,2099.728226,997.7853331,2431.053617,3501.635229,661.377775,4277.047566,1225.240999,1072.860977,1390.128488,1765.099706,1671.219658,758.2341411,3723.490068,1425.548687,2070.548936,1310.735661,1656.960172,2738.166376,1956.803094,1946.705979,1850.50022,1207.381752,1675.441072,1534.885475,1122.100131,2512.865801,1671.876417,1571.864379
K11H12.9,K11H12.9,WBGene00019665,8.307037235,3013.703518,39.41095161,6.908794503,21.19165035,402.1311378,7.935675841,37.67026024,136.5336565,17.07049488,14.69769729,5.006005689,59.75997189,16.8965256,9.548880183,63.88304266,9.597361255,333.3535078,7.155971232,9.109606633,6.464685293,11.52171856,34.81524392,30.15333913,99.06415157,4.227473029,39.42937522,15.39838942,45.36954655,16.84728225,74.90271851,47.14582708,143.5680166,70.05836291,97.73907932,35.77539003,21.84505656,23.81552967,13.31578906,10.26393456,9.891784426
F42C5.12,F42C5.12,WBGene00194997,2407.732059,2991.675682,1181.109089,1111.558119,2151.472783,1809.389194,1219.759583,1161.086166,495.5105956,3615.756202,3600.499101,991.1451337,1221.79916,1181.675743,1069.17349,1224.314673,1680.578374,715.0730578,4786.692722,653.4920532,810.3512414,1821.962015,2790.011874,1077.36467,975.733571,1904.167447,843.8392966,1588.8634,1113.97446,1507.308953,1388.288092,1278.097697,2426.591166,1208.683821,5081.474894,1608.163296,2288.171047,1572.15759,1678.471541,1266.468748,1186.195407
T03F7.8,T03F7.8,WBGene00045071,873.7540421,2952.679626,1405.426026,1912.896429,2277.664226,712.3886883,983.401029,5091.706652,1266.663341,2968.991772,4431.577198,2892.287756,2383.085404,6266.034153,1037.407054,3327.054218,3478.376016,829.7747331,4558.847802,635.2053435,1540.878109,1419.011299,1587.659527,2412.789487,642.4229183,1770.119562,1151.922816,3134.191401,1643.789668,2593.847823,4056.997552,5756.109257,2050.651623,1350.529057,5362.607844,3867.156293,1743.374603,1868.271415,2574.069393,3642.815832,2547.305286
ZK380.6,ZK380.6,WBGene00304812,1877.774011,2793.800576,173.4545883,1650.30874,5874.366391,815.0444297,133.6875526,2600.231562,525.8550222,3796.500433,2995.492228,178.172257,4406.357434,503.5597818,414.3846054,693.6814206,109.7802959,3619.772623,766.3957772,591.7122002,9096.575558,1958.521694,483.6392459,442.7649903,1118.40666,695.3681429,254.4828965,438.2046284,1092.457266,696.7388294,196.4022967,1192.615052,586.1693775,9178.764364,41364.09797,2445.145691,326.6771786,137.0592828,1246.532008,10570.53233,549.3325016
ceh-23,ZK652.5,WBGene00000446,87.88514511,2713.316352,0.943396524,21.46411673,10.58783963,55.17769911,57.34800563,28.50920307,2.524804749,10.552084,3.167490326,1.197509293,0.818377356,0.546754138,2.227835002,187.0497209,12.19235851,239.2404869,31.84427643,11.9153243,3.437893387,2.941181044,4.764472194,9.811191868,4.834419328,3.365563365,4.162716973,4.624559209,50.18613473,11.02630016,1.389452331,3.803970166,17.83438293,1.906670823,1.808393363,5.042950189,6.769487676,9.783923619,5.473607434,1.003333281,3.120306716
ctc-3,MTCE.23,WBGene00010962,4807.196674,2711.850573,4509.859079,5854.278826,1195.596984,2013.866149,4284.888125,2985.761018,2216.942645,4464.162889,4401.988855,3237.836395,3126.510814,1738.164637,5232.816723,3358.850721,4183.22499,4798.556413,2790.831836,7451.433556,3565.018449,5791.609073,8580.820194,3129.698235,4304.273793,4272.591067,3920.326919,5385.050402,5363.477856,5641.337702,7118.660044,1975.805556,6343.165528,3540.505609,3882.10043,2449.28324,6199.736157,4426.170697,3578.603553,3418.97799,6453.986835
Y53F4B.48,Y53F4B.48,WBGene00045142,4942.678635,2664.287989,2811.770081,5357.039213,7052.273454,2496.326609,1894.402888,4118.060606,1293.526825,4294.234149,5447.645284,2712.461411,3414.336182,3023.470085,5956.116882,2297.743652,2520.654234,3798.612187,5548.181043,2720.082866,3711.775563,4198.049252,4051.768603,5966.517939,2995.878614,6440.364377,3350.263959,7708.564762,2610.252274,5471.546983,3215.903418,6651.592956,3366.932651,5691.689673,6929.785904,4747.796556,4012.757108,3289.909052,5889.08191,7280.981496,3630.577557
rla-0,F25H2.10,WBGene00004408,2008.671789,2650.480805,5620.094204,1421.525218,2279.068666,4215.412265,1852.976652,2619.592716,3670.850534,6133.628319,7692.513535,2973.299226,1949.710408,3426.805119,2203.29598,1374.211015,2061.796841,2367.815041,4102.527935,2519.816991,2649.841781,4109.393041,2253.789462,3215.424643,2421.647481,1977.587971,2233.644109,2182.696644,2390.28117,3046.203931,1595.231391,1776.262016,3254.937703,4096.806273,3217.785645,2371.511535,3365.809531,5424.116891,2001.977385,2702.44172,3087.402191
F10C5.3,F10C5.3,WBGene00305067,13.01421052,2640.125797,8.272912902,2.324989905,1784.769508,975.5644083,266.0382851,296.8853026,678.1270386,18.83747102,7.566665952,2.915991744,3.062303111,2.744186364,14.79924379,220.194362,366.7358344,575.2029332,72.33223212,12.75146209,5.984056591,14.35362318,7.32168016,20.69700215,15.35288495,16.80609778,12.91021691,12.21656395,28.7689454,17.52720552,1.853006373,53.7759793,120.3580055,12.11022719,8.393279709,8.987896191,22.61600076,24.05882622,9.127214421,4.316644977,5.989639295
F07C6.5,F07C6.5,WBGene00014306,3279.697395,2604.738401,917.0749146,1404.27937,4840.328657,1256.215364,799.0005747,1451.191919,533.6672702,1933.169167,1640.315987,605.0370626,1437.664607,1409.66575,1018.933506,934.419121,2813.732664,583.3623848,2848.061692,356.6693141,318.4491738,886.9244764,1142.934861,1510.717377,1641.472317,3108.850832,880.2411212,1052.436002,958.4808022,842.2095477,3949.618631,1279.334247,1831.041838,1941.746489,1059.724456,1066.635161,1430.229603,1075.679806,1362.962531,3525.750971,483.8486807
guk-1,T03F1.8,WBGene00020190,36.08237358,2598.149685,40.14420786,18.53290967,32.02871065,98.35245202,78.62429769,25.84611301,17.65909203,44.09423735,38.39160786,24.28706871,55.21337937,23.04344891,63.31626648,53.06425016,124.868529,109.9539609,105.3860786,36.48989365,43.82909228,54.68430586,27.44381284,38.89554867,60.49753552,29.54810484,39.06224271,32.57438836,45.7843118,45.74138411,36.7065902,24.97695722,55.6977011,33.73840536,40.32863215,35.80690638,59.7337387,56.42706636,44.20154228,36.29734197,44.30663622
Y74C9A.6,Y74C9A.6,WBGene00023193,4082.047844,2584.992568,4567.23253,5189.311811,6262.322502,2821.035391,1461.350602,2781.827096,5526.188567,4187.998558,3153.761358,8355.741335,3034.020486,3225.728134,5610.834903,3345.156607,5130.482686,4010.997195,4308.79674,2038.451112,1770.834497,3400.234359,3446.508423,4661.334563,1331.164899,10761.05911,3434.624561,3856.361687,2798.6333,3271.495522,6245.036081,5115.063583,5162.249093,4142.377472,2595.782593,4781.639386,2655.504747,1882.889782,5322.976843,5985.46839,3427.545192
F46A8.13,F46A8.13,WBGene00219950,1300.441649,2448.764629,1327.572991,2130.276479,5510.754123,2185.054806,966.6606504,208.1664639,10652.9171,97.29981301,128.8575018,32.98967267,86.41362954,425.6135985,19.36360054,447.0312444,2723.558414,230.9670933,276.3467709,69.67723932,340.3522764,725.159095,534.330296,373.9533325,215.5321257,47.52519865,83.04909101,33.85774727,212.9961053,179.9328028,78.69461261,292.5935341,328.2187113,1264.808846,123.4752329,84.07765037,225.842258,167.3429125,785.3487884,12.32111097,651.9875314
F30H5.4,F30H5.4,WBGene00023020,2383.335478,2384.105323,12521.12183,2997.210531,4374.375127,2029.032894,1553.458552,3635.520145,1832.463052,5430.347046,7718.944318,2050.532914,3321.116278,5934.579979,2273.840201,3993.862338,6771.988766,3849.498882,6274.500462,1072.303849,2216.985362,2531.444755,2923.10816,2184.939417,2019.905993,4002.806475,2856.059865,4389.792619,2181.049814,4000.567679,4600.572857,5236.55891,3232.791464,2504.593521,61508.15175,2213.190934,2242.90431,5530.8803,3860.488772,10910.2588,3550.567481
ctc-2,MTCE.31,WBGene00010965,3223.317919,2325.92777,3052.431613,5245.904795,1132.854627,1754.67209,2407.079366,1970.534905,1805.666071,4387.684465,3840.071573,2343.293418,2789.150627,994.3568265,4648.482627,3356.373753,3862.418103,3077.135955,2060.749953,5641.762991,2221.169138,3533.614686,3842.285826,2099.038551,2090.827281,4195.503631,3732.082389,5226.922908,4645.703689,5968.115975,5406.02159,1787.928753,3934.455941,2236.49996,3320.727043,1524.206362,5054.313966,4068.288784,3411.160612,2755.513821,5990.112862
