Gene_Name,Sequence_Name,Wormbase_ID,ADL,AFD,AIN,AIY,ASEL,ASER,ASG,ASI,ASK,AVA,AVE,AVG,AVH,AVK,AVM,AWA,AWB,AWC,BAG,CAN,DA,DD,I5,IL1,IL2,NSM,OLL,OLQ,PHA,PVC,PVD,PVM,RIA,RIC,RIM,RIS,RMD,SMD,VB,VC,VD
linc-81,Y116F11B.26,WBGene00219636,0.910645643,1.682387329,1.294283845,1.335843825,0.028285084,0.216616295,2.901305812,1.295266765,0.476499513,2.28730864,1.409060964,0.962368848,4.88281565,1.365474687,4.125711812,2.849231629,1.355953954,1.634804232,1.412028286,1.590148208,1.906637477,3.483594582,2.421499218,1.937532169,2.7242253,0.962612165,3.250351954,1.323636064,2.158361538,2.077882721,3.231363093,0.639896992,1.9526316,10.0050735,4.006752917,0.191716529,4.363598068,3.472083912,1.661203353,1.724808495,2.377960054
tag-234,F55C12.7,WBGene00018874,6.776499579,1.68231198,5.110360349,2.85216627,1.402115735,0.72985535,10.90185488,2.591282046,3.064925427,2.647929982,2.554538687,2.485971557,8.388369982,8.664979086,2.497086941,8.454694095,8.785936747,3.123279506,1.09488789,10.75393527,15.27184852,7.069270888,5.569428544,2.928227546,3.252222314,23.92517778,5.391977433,6.80816801,6.293672332,8.313115987,4.900635804,0.512106671,6.956632569,2.099856014,2.076507709,1.776986956,6.92007418,2.128108097,13.95565463,1.153200967,8.732194018
Y73F8A.26,Y73F8A.26,WBGene00013531,5.001672763,1.679824833,3.287181185,2.821599118,2.443744215,1.095209164,3.080155904,4.1203015,1.859602707,4.140883356,3.610026814,3.389675969,8.000743704,8.144927681,3.286353774,3.13452979,4.610781366,5.152368848,1.333865253,9.441227732,7.036791259,7.273680806,9.050758672,5.224749765,6.691853296,2.213354703,15.38454648,11.20900558,10.05413895,13.11417045,4.830407951,4.703996884,5.922864439,2.183636482,3.317589711,7.280934976,4.597805783,5.74633974,7.514417143,3.528005227,6.708274049
col-186,E03G2.4,WBGene00000759,1.826422473,1.679503617,7.544884464,7.266512027,6.086408311,9.102186949,2.945795657,10.89398035,6.978887225,11.04022069,7.797266297,6.59431709,3.167286035,3.829624075,13.12466088,20.82715333,6.690286453,12.71360441,3.139186722,18.43584472,32.36544685,12.16855255,25.07791374,39.52362053,4.858391188,5.367807364,34.64145058,34.23727528,40.40699864,27.44714884,10.85880585,26.1309341,3.356488319,8.401967868,13.49873529,17.44830063,36.00774254,21.78636857,6.487411293,4.16513786,8.172879222
T26C5.4,T26C5.4,WBGene00012034,5.32291229,1.678521632,3.426879607,10.00477849,1.480913741,1.721483512,1.581359205,3.723554816,1.025504589,6.791954758,2.929999776,3.942605938,6.304430792,3.45375351,6.210867451,5.703349883,3.358462168,5.140141994,1.709365124,10.01995523,10.65204721,5.03146942,6.802378609,7.638951231,9.758036946,14.73626592,9.553710059,8.692100981,15.2612803,12.18439548,10.60786946,4.97893205,5.437167009,3.451631875,3.997439542,14.62929505,18.45850926,3.417929138,13.65729323,2.352597135,5.673413922
C27D8.1,C27D8.1,WBGene00007777,3.657384091,1.677721706,5.635959753,7.55239783,3.906602706,1.288583166,2.202642667,2.568745503,4.339444587,7.027319918,2.286277197,6.933167996,9.045786843,9.829836132,0.894985902,5.523361972,4.216922349,5.706869813,2.116072321,7.206863662,20.08036937,7.123440512,29.62477256,0.700617239,17.63550881,10.83017364,61.64042082,17.90147918,27.49887414,31.04021429,4.95080848,2.55316558,9.386154123,4.861435648,1.115493606,6.09549693,2.279126221,10.0069887,9.78736371,4.520488841,9.679194576
EGAP2.1,EGAP2.1,WBGene00017147,4.734767011,1.677257971,2.093846583,0.597165556,0.768097856,1.167944723,1.971454121,2.630488709,3.180661549,3.987079799,3.014125207,4.107305226,6.973965185,3.588770189,9.117624358,3.635715925,2.709564304,4.96651163,0.720699743,7.918734866,7.705249737,7.029263257,3.653036527,4.16219994,8.211095293,2.980251104,4.66198514,3.759489741,3.881830665,3.55091202,3.57345064,5.30404012,3.547517735,3.68028345,6.021066608,3.480462406,5.670498998,4.387844163,4.047790427,10.29556842,6.687278904
K04A8.16,K04A8.16,WBGene00201020,0.484733051,1.676293707,1.592195323,0,0.407207676,0,3.058472244,1.702461277,1.073691187,0,0,0,0.79650507,1.220831212,0.687265682,2.708594843,0,2.911134429,0,7.434903099,3.893373964,4.425793355,2.582918108,2.287599272,0.491161414,0,13.75884138,3.271220175,4.005115615,2.388492726,0,0,0.701382804,0.615591731,2.902986654,4.26628248,0.960119925,1.87319951,2.061828221,1.604704969,1.833435989
nspe-7,Y38E10A.15,WBGene00012593,3.065893041,1.676175722,1.481115113,0,1.033199622,1.100692157,0.599513859,2.388178566,2.842912146,2.990696828,4.256795852,0.518639862,3.954334929,18.0353406,4.587965967,9.762802707,2.130619369,5.587684822,2.47164847,13.97221115,1.820497741,5.743668949,3.531622881,22.34768056,8.054485466,2.913599654,2.782509482,3.583274107,7.615218979,15.07053356,4.291681059,1.793888012,11.15794225,3.011361389,0.599120771,8.806493159,3.631359579,9.238159616,7.216974792,1.650346637,9.80432558
ver-3,F59F3.1,WBGene00006896,2.425028807,1.675753311,2.306939613,2.996609174,1.17648737,0.962672507,1.02531276,1.732211221,1.867304741,1.78537796,1.34502631,1.440220938,5.613719161,3.66234787,2.277783372,4.352955873,3.597235996,2.246073479,0.68747689,10.73428024,5.189439715,6.662289979,6.2643992,2.181137547,4.79659599,4.560648338,7.984691718,5.457166054,6.378722951,9.662201641,2.971305306,2.001982907,4.495109158,1.395612623,1.923806152,3.947627302,4.294174333,3.585251652,3.11347684,3.491158165,9.961188719
F55A12.12,F55A12.12,WBGene00197063,0,1.675412301,1.853797668,0,0,0,0,0,0.896030056,0,1.840178393,0,1.621153066,0.29655293,0,1.618895383,3.35222726,0,0,0,1.003237099,0,2.256265873,0,0,0,0,0.500212433,0,0,0,2.753456758,2.869949113,0.67654918,2.54189582,0,1.530028769,1.071186833,1.30233214,0.700923941,0
D1014.5,D1014.5,WBGene00017018,1.467008666,1.675382531,1.037165745,3.220024123,1.364758857,1.346370069,2.28425851,5.874899656,1.352806187,2.540939038,1.648469474,1.61828691,12.66456782,4.621458612,2.513060189,2.844949155,6.954175057,4.233662772,1.387107682,18.5109144,6.885656396,8.710097661,5.951949889,4.144576711,2.234482931,0.893611705,7.562615061,8.204539358,11.04124351,12.4962396,7.808563487,2.450742458,5.872499885,1.490272502,1.791785196,6.773414645,5.117995517,5.262116131,4.10753322,1.096390104,21.63821206
skr-17,C06A8.4,WBGene00004823,3.466861916,1.675370427,1.919176246,2.022615027,1.299774508,0.596499374,1.628692555,2.230312924,0.52839765,3.409700741,1.757884965,2.961155448,6.653636963,3.707520532,3.653814137,2.906989775,1.300626001,5.874283841,1.557856378,3.040010976,8.87868164,6.029148188,6.095571613,5.04458757,2.576872692,13.55821396,13.82398379,7.079345227,8.72709339,8.29948757,1.682849681,3.208416412,8.223917516,1.949061334,2.454661995,3.47089189,5.138015976,3.296155762,8.621531746,1.43030145,9.025209334
W06H8.15,W06H8.15,WBGene00201372,1.837836183,1.675145404,1.901821353,5.4367434,0.74202371,1.111859595,3.650370669,1.526957214,4.826032234,0,2.231417392,1.668603936,1.077965605,1.011145634,2.122877942,1.150516518,0.886010156,0.413887725,0,1.05559129,0.19742782,0.498091451,2.109275744,1.55762092,0.527543932,1.676093137,0.922756338,0.791078372,0.291444361,0.264119056,0,2.807102537,0.440321951,0.16529778,6.957959556,0,2.219526144,1.601866778,2.625779663,1.680687807,0.221088438
Y49A3A.4,Y49A3A.4,WBGene00013027,2.096862624,1.674707596,1.742651525,0.113824929,0.743766032,1.566508013,1.060131591,2.092712682,4.660749598,0.7527583,0.935001216,2.992507515,7.789989451,1.395371722,1.238471409,4.476245929,2.865742736,3.885384744,1.334597247,3.41611668,2.265142005,2.273012305,1.7102487,2.956345988,1.311801955,2.023271712,4.974311253,2.935531366,3.503344135,3.68150965,0.729305278,1.66043219,2.730965722,2.238376376,5.707841492,0.614672219,2.717884591,4.586527099,1.922256971,3.400520105,3.65374698
Y73E7A.8,Y73E7A.8,WBGene00022274,5.014908056,1.674653905,1.945611696,2.274003828,3.062615677,2.958394338,0.795292131,4.88055348,1.969159719,1.082759413,2.387842074,3.665886077,5.174789968,13.58742749,2.719650874,1.84329681,7.28062244,6.023008562,2.314093816,13.80168435,7.686605796,7.455483782,10.61067562,3.537927521,10.9366563,6.085359458,9.053989482,5.725636958,9.112153,24.18512156,2.384855237,6.962154114,8.135699598,3.826761001,1.524695527,6.328270375,4.182963101,6.60109931,9.13246679,2.27552622,19.47109254
C48C5.8,C48C5.8,WBGene00200297,0,1.67396257,0,0,0.335007733,0,0.718566257,0,0,0,0,0,0,0.363241644,0,1.530803451,0,0,1.789035064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506444261,0.960149077,0,0,1.055992694,0,0,0
let-4,C44H4.2,WBGene00002282,8.4766788,1.67366933,5.748318956,3.859813914,4.677693021,5.822821225,0.947598619,5.587507651,4.333164939,2.595759435,2.807354452,4.096582887,8.130214409,18.9159747,5.744120426,4.429618827,13.31701701,12.29011174,5.067000842,27.44340085,10.75601845,10.79101171,9.079621392,8.017114549,14.05636792,7.529210444,16.6076553,14.97872673,24.19785784,41.16515384,7.404208011,13.92428533,10.43416225,6.230619892,4.005357243,13.39635854,18.18440434,14.55347401,13.00673597,6.601382604,22.6807865
F33C8.4,F33C8.4,WBGene00009358,10.91323389,1.673304774,4.772956061,3.332026001,0.827454625,1.26516947,8.295086998,6.778281734,2.340747025,4.828728896,2.833549926,4.567896245,15.28158645,9.76985229,5.909799487,5.768250009,8.670827488,6.334285981,2.031250333,14.62712159,14.27220401,12.94669534,13.39865654,10.43917613,6.430444526,5.857290678,6.624205697,16.29690743,21.01068164,21.83159933,5.52956111,4.92591609,9.043375243,3.919286029,7.334166183,5.257274813,11.9527338,6.692325603,10.01824339,2.357054906,16.24583146
T10B5.2,T10B5.2,WBGene00020388,1.414300258,1.673219601,1.443047705,1.384446615,1.504465455,0.978724925,0.845310939,4.020556917,1.50376677,1.84395045,1.225728685,4.068130429,4.928182961,3.930583187,0.45682724,3.377010014,2.259441309,5.127303224,1.602656208,4.035389331,4.977922605,4.574420879,14.45900043,2.416205532,2.388272934,2.063674363,47.40883747,10.89247822,15.08705651,23.96883883,1.991003409,4.739151688,4.989119564,1.338983356,1.87978844,5.517837803,47.34396858,8.203889853,4.063569859,1.408312179,3.404093016
arrd-14,R06B9.4,WBGene00011055,8.484935584,1.673101773,4.450996484,4.838516351,7.982907906,7.431715393,1.352209122,11.85110785,2.703128029,3.122808207,6.319325631,3.299001036,5.161808949,4.64132681,4.648291411,3.457244803,8.406244498,8.60367792,3.666856474,17.41008677,7.236673777,15.58997405,7.403574539,15.21536293,5.895450935,11.78062617,10.39133698,13.45884167,10.64359002,15.60951681,4.253045065,9.3884744,5.614488331,3.344949668,3.401677405,10.44268511,6.729184497,7.914762326,7.926348221,10.16472948,21.95388603
F01D4.12,F01D4.12,WBGene00219874,0,1.673059634,0,0,0,1.668520132,0.895225381,0,0,0,0,0,1.88016294,0.462468615,0,0.861597752,1.459527562,0.333230104,0,0,1.350641216,1.130986422,0.834196056,0.902590023,0.61499042,3.694246097,0,0,2.232349003,3.401307186,0,0,1.275680676,1.740999786,0,0.466715166,1.204020362,1.439788953,0,0.173306348,3.602883269
Y48C3A.22,Y48C3A.22,WBGene00199755,4.079922845,1.673059634,1.537546236,3.994341835,0.964002064,0,0,0,0,3.441611829,0,0,1.962137794,1.303710445,7.074874786,1.962839481,3.919769737,5.379087097,1.106885184,6.176955957,3.11320796,0.548917046,5.555761025,1.944800639,2.426345678,2.389377677,14.39522849,3.358852591,8.582898774,3.83980524,0,0,2.227361618,0.7286596,0.375567983,0.466715166,1.74196918,5.498004847,0,20.00273788,0.974593929
BE0003N10.6,BE0003N10.6,WBGene00255598,10.59251682,1.672554094,1.336081761,3.156033262,0.322906304,0.255169407,1.23006082,0.349044098,0.399616559,1.08669502,1.450487942,1.126527802,5.376052109,1.276235365,1.092559786,1.135638565,0.557810472,0.731686822,0.653572763,1.920224686,1.210942003,1.682455049,4.260926477,1.003096563,2.114464521,0.308374468,1.676049758,3.618034253,0.995100432,2.269583622,0.424520983,1.134531858,9.538595271,2.280171009,4.439076579,1.343638251,7.57750012,2.870679582,2.523484363,2.684068496,0.887985461
pdha-1,T05H10.6,WBGene00011510,0.745018233,1.672528961,0.238820462,0.09208777,0.028820067,0.073264696,0.590481236,0.152758545,0.362400005,0.680907417,0.20483301,0.106955627,0.601148662,0.346270141,0.766253512,1.842028048,1.480955009,0.103448193,0.339996887,0.394653227,1.60701108,1.234832512,0.167141133,0.429496142,1.825333378,1.328359964,0.18241192,0.451765038,0.397238545,0.826700279,1.646240387,0.369941518,1.714087672,0.296984515,0.330775273,0.083718279,1.400917167,0.206349906,2.336755795,0.178353078,1.902974444
shw-1,F14F11.1,WBGene00008819,2.863045412,1.672341067,39.62312981,8.905155539,2.055689989,3.826263915,1.861682269,7.032181346,3.424732863,47.2649222,8.928270621,581.223586,15.25178655,2.536267108,5.189338029,4.930802994,5.994033957,10.74492786,4.879543835,7.826023313,34.9105887,126.6212885,18.00668732,47.01861794,3.568240068,4.5826803,11.42498784,9.046370593,14.714897,20.40775347,11.18840353,16.70905061,20.24867292,37.06910885,26.12060373,4.928106107,41.76495,50.30691489,10.86878065,2.389409052,84.11485466
T03E6.8,T03E6.8,WBGene00011397,0.910870724,1.669271469,0.378471001,0.208038395,0.253473659,0.468797691,2.541874666,1.09451866,0.323147334,1.620830679,0.739829321,0.989192219,1.533628872,0.609658769,0.904960657,2.069090418,0.715058839,0.48321501,0.074758613,3.037389445,6.386838265,2.915945709,2.442304115,0.486414508,0.349289716,1.507625198,4.841912862,1.781383552,1.602444337,2.629709818,0,1.880430493,0.958825253,0.510549937,0.458593873,1.779057472,0.353880279,0.937840349,0.802721475,0.541956382,2.793149021
K02F2.7,K02F2.7,WBGene00195749,1.092332528,1.669202692,14.1243872,0,0.814415352,0,0,7.326248865,2.147382375,1.938042001,0,0,5.819623061,2.304461571,0,2.911606834,0,21.83508037,0,3.503735537,12.10450163,5.845080037,8.488356434,6.45412959,4.411380163,0,75.14476342,7.379889769,13.89134484,10.58541803,14.92352593,0,0.989748917,1.118488359,3.777240475,1.577175558,1.502772747,3.398417803,0,2.193569134,3.716837721
F59H6.3,F59H6.3,WBGene00019134,12.30155965,1.668464581,8.476001944,1.724429625,6.346593599,2.171180682,2.462026088,15.58651471,2.774649814,7.55301338,17.33876775,1.845162015,11.84713054,8.219076572,4.582997973,1.735658642,0.596371644,50.50797087,13.64271099,2.904180464,5.269362182,2.34401032,3.935729161,2.485260247,4.913746368,4.932738961,9.223846473,5.074758354,10.02913771,7.491663928,1.27101983,4.70761312,3.792465651,12.10295975,8.884641169,6.708119771,4.76334944,5.698147394,3.505653735,11.79909945,3.245027208
tag-241,C34E11.3,WBGene00044079,1.646816474,1.668386767,2.092109666,8.649690545,2.320570534,2.326667277,1.277405833,4.151179512,7.62890399,2.535731738,4.172285526,3.045748281,2.297848793,1.645696824,1.981278482,6.933760145,6.692151948,5.552101086,1.177079715,11.80324578,4.594113172,8.753734452,9.429655028,6.17784618,1.555899936,3.064830712,25.87616866,12.32766126,11.38927249,21.07435463,20.00114189,2.974350796,2.728923749,1.653158744,17.36111399,6.7355616,14.57523189,11.45427145,3.546856692,1.476366441,13.6654947
F20B6.6,F20B6.6,WBGene00017630,0,1.668003149,0,0.524068942,0,0.186147782,0.609250342,0,0.864917901,0.651027718,0,0,0.153872273,0,0.269224435,0,1.61791524,0.347427996,0,0,0,0,1.443590469,0,0,0,0.346033627,0.241421973,0.7900953,0.21181255,0,0,0,0,0.127797439,0,0.503182869,0.754483136,0.486985763,0,0.398504301
W05F2.7,W05F2.7,WBGene00021039,430.4732752,1.667567933,5.911567604,1.097916902,7.564668362,118.9192647,7.248383734,31.14716103,55.6966066,3.105619572,3.694107075,2.719216496,2.922784416,1.922316582,4.427839317,9.017445053,25.93704752,9.824013128,3.983712316,59.81611624,2.555755811,6.57277507,4.459571026,16.34257097,4.204544558,32.03911539,11.44743418,8.788218167,77.11408831,8.398616145,4.673160648,8.160251597,11.00019417,5.405005649,2.935301465,7.616588929,10.46108675,10.74052143,2.613090865,1.110393316,6.710290313
C54H2.11,C54H2.11,WBGene00199857,0.273816464,1.667478235,0,0,0,0,0,0,0,0,0,0,0.357380764,0.332426268,0,0,0,0.263359276,0,0,0,0,0,0,0,0,0,0,0,0,7.798861279,0,0,0,0.541304844,0,0.425152781,0,0,0,0
C50A2.5,C50A2.5,WBGene00198147,0,1.66732327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.161077754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72038524,0,0,0,0
Y47G6A.35,Y47G6A.35,WBGene00200878,0.986474279,1.66732327,0,0,2.811879324,1.993876828,0,3.150014813,0,0,0,0,0,0,0,4.275043251,0,0,0,7.565339996,0,2.05861914,0,17.87787143,9.332697157,0,1.74838043,7.920496105,3.680622594,0,0,0,1.668588447,0.511719376,0.645713374,0,0.924893769,0.845846715,0,7.552767889,0.736059146
EGAP4.1,EGAP4.1,WBGene00017149,2.029710467,1.666632496,2.731765773,0.692823894,0.418018499,1.678868094,2.007059436,5.404372906,3.968725172,1.326620837,1.823541298,0.637908761,2.963106847,1.357379544,3.411054204,32.36540309,3.768088587,6.525612478,1.370273264,10.46835677,4.956821996,14.4002183,1.377981226,6.223487192,0.40919149,1.582809867,2.698074407,6.625746072,6.202246428,7.912107446,2.38777682,3.501113761,2.212069406,1.763124041,1.201702627,3.731927626,3.977661202,2.919407738,1.076001028,2.522274173,17.0764283
efl-3,F49E12.6,WBGene00009899,2.675498947,1.666479448,1.869065643,2.946852291,0.85326121,1.089593264,2.121132042,3.635850649,0.98691276,2.068602346,1.838064145,1.225137199,6.238666887,5.188229738,1.956212368,3.324707004,4.036489126,4.780528595,0.604131301,7.863528835,8.142611911,7.930066007,4.121286868,5.112216479,2.054296873,2.210656244,8.505675055,5.806519934,5.076190468,5.090797619,3.79924577,4.244151451,5.874322744,1.337512426,2.011371846,3.118742023,3.111068106,2.928670471,2.385687727,6.057049041,10.1553289
F14B6.2,F14B6.2,WBGene00008783,41.74842315,1.666103084,16.72822615,20.64826987,2.67729778,3.782739737,3.222624135,13.34832699,38.35851468,4.436266398,5.068654761,3.553939089,3.938294908,3.948542692,5.601064112,8.688635192,7.27499559,32.51626285,3.997736176,9.839901364,14.48255685,10.61953144,35.25556159,48.67179574,211.580209,30.93009947,68.92309368,17.59318213,18.75117953,19.94435472,94.11889529,8.92588299,3.918767252,7.762600821,9.295943244,19.88850242,18.46549794,11.62116871,15.35325813,1.850286632,7.373484463
Y41G9A.5,Y41G9A.5,WBGene00021529,4.07785466,1.666053908,1.626280675,0.90277141,2.156632487,2.979953182,0.923192082,4.276496421,2.470047738,0.766610162,3.558286391,1.986941883,6.206082346,6.192643438,2.716900243,1.930248877,6.155364344,6.620281414,2.171728813,6.025916964,7.335038325,6.903772293,3.691796821,9.024120676,8.242401428,5.200469828,8.491978899,9.577837855,13.77587724,13.95384159,1.976278199,9.192334883,5.364793702,2.009065446,2.435956184,3.599962747,5.451510239,7.129419556,6.19957927,1.15598192,11.02732495
glb-7,C23H5.2,WBGene00016024,2.944507324,1.665812121,718.3855594,6.120446863,5.118791306,8.248467827,13.60526632,8.981887043,3.382525112,4.922577638,2.314954237,2.575239906,4.818449232,1.828355343,5.588452791,7.40367343,45.16775102,66.35682743,149.7233985,6.568316676,16.15351716,5.170589601,15.57518013,17.86481116,8.209578819,4.284645821,10.38999539,10.21784356,22.854063,27.13888846,1.522128224,6.008258843,5.032852081,9.271274524,7.141379456,18.96434873,21.2701019,13.19008817,23.6802886,2.891936383,8.481706008
T15H9.8,T15H9.8,WBGene00220071,2.547864202,1.665795283,2.740846001,4.078663353,2.216433164,0.988346424,2.75368645,1.834858398,0,1.067268395,3.27680063,0.623844389,3.408126386,1.946485264,3.027036467,0.600972229,0.50901673,0.843253862,0,1.940314265,1.169506772,2.1751825,1.517437223,1.857788021,4.417174696,1.705037807,3.49663569,1.359212829,1.702848575,3.465074716,3.441490386,0,4.208541597,1.995020225,2.601273456,2.632886709,12.2981574,5.180946176,1.860342289,3.649717203,0.906170627
T07A9.12,T07A9.12,WBGene00020299,6.067696563,1.665360581,3.028394471,1.43378986,0.494163551,1.221686128,2.983027714,3.285152662,5.097194042,3.396107254,4.204313568,3.587561746,4.561109361,1.30993466,6.498977009,3.785492274,2.320306862,6.700654105,1.481410233,3.293368333,2.546148231,4.056132711,1.78335607,4.124123237,4.23697137,3.111750191,2.967539147,2.96873554,4.155388842,2.272209057,6.538787059,0.933527757,3.500182951,3.054070925,4.201255333,1.868366673,4.612631683,4.795908091,1.964505148,2.715095029,2.945901606
nlp-79,F09E8.8,WBGene00008626,9.968706151,1.663682695,10.09618416,4.470390877,14.30301638,10.70008263,7.026222306,7.465878109,1869.867314,10.02360385,12.98199596,223.3918841,6.662431041,3.80752492,14.44669207,4.940206099,4.675005721,62.53829681,4.40260542,18.99786606,21.88897612,11.55343033,11.44871077,19.18857791,32.74671032,217.0059394,13.63417324,22.07927672,18.26454084,15.78802782,733.3449057,12.48590294,9.707252667,9.687415497,8.451110524,5.942293454,25.47173875,14.60088436,12.30610235,5.421255869,10.46716566
C24D10.2,C24D10.2,WBGene00016054,3.86691332,1.66284352,5.663371286,10.36626287,6.858998187,1.740229987,1.440920868,17.24607229,3.799258646,5.529229346,1.864653505,2.522307139,10.0446434,11.47599644,1.399219154,5.559069882,3.366217616,3.873374407,1.341533218,6.83375288,13.76725517,6.388535335,21.18806056,0.605118919,17.34361547,7.027365776,40.27235134,15.43616824,22.430464,28.79019562,5.217943158,1.6357937,8.424076972,6.043962467,1.441512627,4.778462044,3.412714255,6.915078414,11.37019747,4.710691977,7.185643994
D1046.11,D1046.11,WBGene00198448,0,1.66196641,0,0,0,0,1.731928926,0.427774898,0,0.567454013,0,0,0,0.352315019,0,0,0,0,0,0,1.878680015,0.487545289,0,0,1.48904744,0,0,0,0.538051128,0.29240019,0,0,0,0,0,0,0,0,0,0,0
cyd-1,Y38F1A.5,WBGene00000870,3.324606492,1.661092845,1.102688253,0.569634553,1.031654242,1.41168353,0.755917415,14.0370595,0.526859906,0.64016514,1.557700803,0.973040223,1.903858948,2.5275791,3.259499127,1.443224718,3.305174111,7.431752989,0.827015382,5.796450317,5.206995276,4.632389897,2.801196735,9.761554365,3.946789142,2.984660349,5.126401698,7.440255124,5.227187891,4.143126072,2.492217068,2.457914157,3.028402111,0.890328853,1.512883052,7.096936838,0.764060103,1.633779646,3.807254478,1.293715683,6.542309188
acs-18,R09E10.3,WBGene00011173,1.137757785,1.66105857,1.723318018,4.963842758,0.981569695,0.433045984,0.872888481,0.686919605,2.300729257,3.095562399,0.468692291,2.586634249,4.703156189,2.982621773,0.209701744,3.084815772,1.89623587,2.147244033,0.746081178,2.285738253,8.630068198,3.551463372,9.46021699,0.119131257,4.114207965,5.537876429,19.81593794,5.448000429,8.626417752,10.73942995,1.967343849,0.894271824,3.415872902,0.879635449,0.592742935,1.958713205,0.74263401,4.06759805,2.320580895,1.002885746,4.648734099
R09E10.9,R09E10.9,WBGene00011178,0.222929631,1.660630656,0.625999952,0.904980071,0.100173201,0.118095115,0.118156206,0.136333342,0.648069699,0.554437498,0,0.109562671,1.384360125,0.763873885,0.048460398,1.008062861,1.00357751,0.904742837,0.747591172,0.904268116,2.114133586,0.593896303,1.617727485,0.225410459,0.761945492,0.222896773,5.813886409,0.956395372,1.904734718,2.43893815,0.302205875,0.239206556,1.348025337,0.469217128,0.436519079,0.285863039,0.912777253,1.502372283,1.133500895,0.213526537,0.578814581
nas-38,F57C12.1,WBGene00003554,5.911364127,1.66009468,3.253341202,3.085376146,1.506141728,0.949400009,2.048109602,4.093246859,2.353564173,3.363608395,6.30459485,1.786236799,8.079265453,7.476110896,2.129817659,2.279522636,2.357548862,4.917506055,1.423325406,15.20265422,11.22787627,11.9957029,5.367969411,30.52252389,1.210215208,1.618390805,4.739205939,6.007405962,5.571368542,5.862946899,5.974682117,3.21678849,6.755594835,2.070809325,1.78281422,3.467952656,4.93076491,3.849532266,2.652356382,1.486551018,15.53566333
H10E21.1,H10E21.1,WBGene00019182,1.920374774,1.659930654,1.052285299,0.114255757,0.25030477,0.57680281,1.881530428,0.769140197,1.276300121,1.307442336,0.862846851,0.698483509,2.015375306,2.478803226,0.353111135,1.79294526,1.707034619,0.721336754,0.488643914,2.490566688,3.646842183,3.720661876,1.79057586,2.269028255,1.259155213,6.076479961,3.214398359,2.573019541,1.496669583,3.624940202,4.681595682,1.328179762,1.912652039,0.952733907,0.982825172,1.287162055,1.378067715,1.846179705,2.836909981,0.691549809,4.681566674
Y62H9A.14,Y62H9A.14,WBGene00013402,0.883079567,1.659461293,94.12073368,0.641359122,0.916381147,1.838546604,1.014210182,9.964006307,0.328986693,0.526213631,0.270610354,0.162164915,11.66091047,0.5827587,0.283626967,42.95306312,0.709429992,1.940890524,0.607258911,0.882124229,0.45478117,0.586477497,1.396517568,1.304099688,0.435178755,0.586089946,1.212834989,0.813600276,1.06263185,0.99116899,1.248005461,0,0.671715801,7.736854507,0.26637907,0,1.741769318,1.163543566,0.793494937,0.078556969,0.251222029
T16G12.8,T16G12.8,WBGene00011809,0.138868081,1.659451645,0.496824565,0,0.193194688,0.328899241,0,0.452131575,0.232701054,0.535941037,0,0,1.135685313,0.281717492,0.489097126,0.738714503,0.292502456,3.045138929,0.294026986,0.771644101,0.222547732,0.71322731,1.163031798,0.344014561,0.246499185,0.957705572,5.970592505,1.993749462,1.900073277,1.157495664,0,0.782679937,0.89521967,0.29205988,0.287797802,3.393431967,0.672816571,0.432819881,0.586226,0.864322287,0.440851918
ZC53.9,ZC53.9,WBGene00196654,0,1.658914869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T26E3.12,T26E3.12,WBGene00077686,0,1.658912881,0.305229322,0,0,0,0,0,0,0,0,0,0,0.279874709,0.847394807,0.589736008,0,0,0,0,0,0.64120924,0,0,0,0,0,0,0,0,0,1.656651089,0,0,0,0,0,0,0,0.245737659,0
B0252.5,B0252.5,WBGene00015089,2.387588633,1.658351789,1.686180794,6.759836596,2.294723119,0.807281185,1.51351134,1.270463512,2.114960395,2.436988902,0.47722017,4.265389204,3.923810167,8.421165891,0.496526126,15.2696891,3.205820687,2.027815377,0.812970542,2.955308566,11.99431893,5.389454222,11.60192641,1.201233969,14.47642754,3.673844198,14.71030017,8.261764016,9.196128155,11.62066664,3.653874554,1.245673347,6.93863437,1.589713825,0.759307285,3.40373184,1.314545765,3.846466082,4.478809008,2.392305084,7.987605226
C44B7.5,C44B7.5,WBGene00016627,0.334682438,1.658103995,1.097180806,2.647349077,0.060949794,0,1.930942911,0.030460388,3.277690664,10.74022676,0.377457797,3.87509983,2.608703533,3.638751613,0.100047274,4.997174353,1.291917366,0.730020311,0.10318769,8.748996453,19.63881204,4.888522599,26.13922749,0,0.21194686,94.96948287,17.05020309,12.57747371,27.30162097,8.566187309,0.623908902,0.782366643,1.734139467,1.271329922,9.31819323,2.027301307,10.5944488,1.465090077,14.16682722,2.920135301,3.69435211
